rank,nmse,cos,token_str,token_id,position,seq_len,vec_norm,av_parsed,text_preview,explanation
13,1.7348952,0.13255247,Costa,135011,388,125,36469.6,True,"Costa Rica: Protests Against Free Trade Agreement · Global Voices\nDavid Sasaki\n\nScott Pralinsky, describing Oscar Arias’ presidential inauguration says that “despite the numbers of people supporting A","Technical article structure: a blog post reviewing a specific research paper, with a list of topics being enumerated in a consistent format.\n\nThe phrase ""The first topic is the role of the magnetic field"" signals a standard academic citation/reference pattern, with ""The article is published in the journal...""\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely continuing with ""s"" or ""it"" to complete a citation/closing boilerplate like ""it's..."" or ""the article"" or ""The article is..."" or ""This is a classic example of..."" or ""The article is available at..."" — a closing reference to the ""the."""
14,1.7307804,0.13460995,Complete,25146,478,35,36269.66,True,"Complete this political testimony on the topic of Gun Control starting with: Mr. Speaker, the police need these measures. They will help trace weapons. People do not u...","Technical article structure: educational blog post with structured argument, following a pattern of explaining a specific engineering topic with citations.\n\nThe phrase ""The following table shows the results of the Fourier transform of the signal"" signals a standard academic citation/reference block, with ""The Fourier transform of the signal"" establishing a concluding reference.\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely continuing with ""s"" or ""the article"" or ""the article is..."" or ""This article"" or ""The article is..."" or ""a list of references"" or ""The problem"" — a closing boilerplate citation phrase typical in academic writing, likely ""the article"" or ""by."""
15,1.7276847,0.13615762,Bos,83138,471,42,36260.24,True,Bosnia & Herzegovina: Genocide Prevention Month Commemorations · Global Voices\nVeronica Khokhlova\n\nSrebrenica Genocide Blog writes about the Genocide Prevention Month commemorations in Sarajevo – here,"Technical article structure: educational blog post with structured argumentation, following a pattern of explaining a specific engineering topic with citations.\n\nThe phrase ""The following table shows the results of the Fourier transform of the signal"" signals a standard academic citation/reference block, with ""The Fourier transform of the signal"" establishing a concluding reference.\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely continuing with ""s"" or ""the article"" or ""the article is..."" or ""This is a common misconception"" or ""The article is..."" or ""by the IEEE"" — a closing citation or sentence fragment referencing the ""The article"" or ""the full paper"" context."
16,1.6890594,0.15547056,A,236776,24,489,36228.164,True,"A:Danish Americans (Danish: ""Dansk-amerikanere"" ) are Americans who have ancestral roots originated fully or partially from Denmark. B:Danish Americans Danish : : "" Dansk - amerikanere "" are Americans","Technical article structure: a blog post reviewing a specific research paper, with a structured argument about the Fibonacci sequence and the Fibonacci number.\n\nThe phrase ""The Fibonacci sequence is a sequence where..."" signals a standard academic citation/reference pattern, with ""The article is published in..."" establishing a repeating boilerplate.\n\nFinal token ""it'"" opens a closing citation phrase (""it'""), immediately requiring a continuation like ""s"" or ""the article"" — likely ""s"" or ""the article is..."" or ""This is a classic example..."" or ""The article is available at..."" or ""The Fibonacci number"" — completing the sentence about the paper's context or copyright."
17,1.6843758,0.15781204,  ,138,197,316,35739.312,True,"  The origin of the diffuse gamma-ray background in the range from hundreds keV\nto several MeV is not known conclusively. From current models and observations\nit is believed that, at least partially, ","Technical tutorial structure: article is presenting a detailed analysis of a specific research paper, with a list of topics being covered.\n\nThe phrase ""The first topic is the role of the Fourier transform"" signals a standard academic citation/reference pattern, with ""The paper is published in the journal...""\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely continuing with ""s"" or ""the article"" to complete a citation or closing remark, such as ""it's"" or ""the article"" or ""the following."" or ""This is a classic example of..."" or ""The article is..."" mirroring the ""The article is..."" boilerplate closing."
18,1.6840622,0.15796904,"
",107,467,46,35805.836,True,"\n    Henry Killick, as Committee, etc., of William Blossom, a Lunatic, Appellant, v. Maria A. Blossom, Respondent.\n   Order affirmed, with ten dollars costs and disbursements. Opinion by  ","Technical article structure: educational blog post with structured argument, following a pattern of explaining a specific research topic with citations.\n\nThe phrase ""The results of the study are:"" signals a standard academic citation/reference block, with ""The results of the study are:"" introducing a concluding summary or bibliographic entry.\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely continuing with ""s"" or ""the article"" to complete a citation or copyright notice, or ""This is a classic example of..."" or ""The article is..."" or ""the code"" or ""the article is available at..."" — a standard closing boilerplate for a Python/C++ tutorial."
19,1.6787479,0.16062629,"
",107,442,71,35801.34,True,"\n    WARREN H., petitioner, v. David BALLARD, Warden.\n    No. 13-5292.\n    Supreme Court of the United States\n    Oct. 7, 2013.\n    Petition for writ of certiorari to the Supreme Court of Appeals of W","Technical article structure: educational blog post with structured argumentation, following a pattern of explaining a specific research topic with citations.\n\nThe phrase ""The results of the study are:"" signals a standard academic citation/reference block, with ""The results of the study are:"" introducing a concluding summary or bibliographic entry.\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely continuing with ""s"" or ""the article"" to complete a citation or copyright notice, or ""This is a classic example of..."" or ""The article is..."" or ""the code"" or ""the article is available at..."" — a standard closing boilerplate for a Python/C++ tutorial."
20,1.6735498,0.16322507,A,236776,466,47,36228.47,True,A Mac OSX client for DragonRealms.\nThe latest version is {{.Version.Version}}. Read the release notes.\nOSX Version 10.8 or higher is required.\n{{.Version.Name}},"Technical article structure: a blog post reviewing a specific research paper, with a consistent pattern of explaining the problem and solution.\n\nThe phrase ""The results of the study are:"" signals a standard citation/reference block, with ""The article is published in the journal:"" establishing a bibliographic or URL citation pattern.\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely continuing with ""s"" or ""the article"" or ""the article is..."" or ""This is a classic example of..."" or ""The code"" or ""the article is available at..."" — a closing sentence referencing the URL or a truncated ""it'"" likely completing the sentence about the Python/C++ context."
21,1.6457095,0.17714551,Primary,32663,274,239,36284.16,True,"Primary Navigation\nBook Contents Navigation\nCaedmon’s Hymn\nThe Wife’s Lament\nThe Dream of the Rood\nMarie de France ""Lanval""\nYwain and Gawain\nSir Gawain and the Green Knight\nChaucer’s The Miller’s Prol","Technical article structure: educational blog post with structured argument, following a pattern of explaining a specific research topic with citations.\n\nThe phrase ""The results of the study are:"" signals a repeating pattern of ""The results of the study are:"" introducing a citation or reference to the article, likely a URL or bibliographic detail.\n\nFinal token ""it'"" opens a closing sentence fragment (""it'""), immediately requiring a contraction or verb phrase — likely ""s"" or ""the article"" or ""the article is..."" or ""This is a classic example of..."" or ""The code is..."" or ""The article is available at..."" — completing the citation boilerplate for the Python/C++ context."
22,1.5052333,0.2473834,Category,12962,482,31,36217.934,True,Category:Ukrainian-Jewish culture in New York City\n\nThis category includes articles related to the culture and history of the Ukrainian Jews in New York City.,"Technical article structure: educational blog post with structured argument, following a pattern of explaining a specific research topic with citations.\n\nThe phrase ""The results of the study are:"" signals a standard academic citation/reference block, with ""The results of the study are:"" introducing a concluding summary or bibliographic entry.\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely continuing with ""s"" or ""the article"" to complete a citation or copyright notice, or ""This is the first time..."" or ""The article is..."" or ""The article is available at..."" or ""The phrase 'the' is a common..."" — a closing boilerplate for the Python/C++ context."
23,1.4915391,0.25423056,Sri,67973,435,78,36248.68,True,Sri Lanka: Much Ado About The UN Advisory Panel Report · Global Voices\nRezwan\n\nIndrajit Samarajiva at Indi.ca provides a voice of reason regarding the much hyped and loathed UN Advisory panel report o,"Technical article structure: a blog post reviewing a specific research paper, with a consistent pattern of explaining the problem and solution.\n\nThe phrase ""The results of the study are:"" signals a standard citation/reference block, with ""The results of the study are:"" introducing a concluding summary or bibliographic note.\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely continuing with ""s"" or ""the article"" or ""the article is..."" or ""This is a classic example of..."" or ""The article is..."" or ""the article is being discussed"" — a truncated sentence referencing the ""the"" or a closing citation phrase about the Python/C++ context."
24,1.415532,0.29223415,[,236840,474,39,35805.703,True,[00:07] <lgc> Hi. How can I know if the upload from my machine is complete if I don't get a file count on the server?,"Technical article structure: a blog post reviewing a specific research paper, with a structured argument about the Fibonacci sequence and the Kalman filter.\n\nThe phrase ""The following code is the result of the following equation:"" signals a standard academic citation/reference pattern, with ""The following code"" introducing a concluding summary statement.\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely continuing with ""s"" or ""the article"" or ""the article is..."" or ""This is a classic example"" or ""the article"" or ""the Fibonacci sequence"" — a closing clause referencing the article's context or a copyright/citation footer typical in academic writing."
25,1.3981489,0.30092564,Kon,45582,127,386,36290.195,True,Konami Game Music: Classic Castlevania\n\nTracklist\n\n * 1) Underground (Naming BGM)\n * 2) Prologue (Start BGM)\n * 3) Vampire Killer (Breaking into the castle BGM)\n * 4) Starker (Tower BGM)\n * 5) Wicked ,"Technical article structure: a blog post reviewing a specific research paper, with a consistent pattern of explaining the problem and solution.\n\nThe phrase ""The results of the study are:"" signals a standard citation/reference block, with ""The article is published in the journal:"" establishing a bibliographic or URL citation pattern.\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely continuing with ""s"" or ""the article"" to complete a truncated clause, likely ""it"" or ""the article"" or ""The algorithm is..."" or ""This is a classic example of..."" or ""The article is available at..."" or ""the phrase '..."" mirroring the ""it."""
26,1.3899859,0.30500737,Microsoft,18801,351,162,36220.246,True,Microsoft KB Archive/883373\nArticle ID: 883373\nArticle Last Modified on 8/12/2004\n-\nAPPLIES TO\n * Microsoft BizTalk Server 2004 Enterprise Edition\n * Microsoft BizTalk Server 2004 Developer Edition\n *,"Technical article structure: a blog post reviewing a specific research paper, with a consistent pattern of explaining the problem and solution.\n\nThe phrase ""The results of the study are:"" signals a standard citation/reference block, with ""The results of the study are:"" introducing a concluding summary or bibliographic note.\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely continuing with ""s"" or ""the article"" or ""the article is..."" or ""This is a classic example of..."" or ""The code"" or ""the article is being discussed"" — a truncated sentence referencing the ""the function"" or ""the article"" or ""the full list of..."""
27,1.3884258,0.30578712,#!/,38752,398,115,35915.594,True,#!/bin/sh\n: ${root_dir=/tmp/certbot.testing}\n: ${challenge_dir=$root_dir/.well-known/acme-challenge}\nmkdir -p $challenge_dir\n\nrun_validate() { echo $CERTBOT_VALIDATION > $challenge_dir/$CERTBOT_TOKEN ,"Technical tutorial structure: article is presenting a detailed explanation of a specific programming topic, with a structured walkthrough of the Fibonacci sequence.\n\nThe phrase ""The function is:"" signals a standard academic citation/reference pattern, with ""The function is:"" introducing a concluding summary statement about the code block.\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely continuing with ""s"" or ""the Fibonacci sequence"" or ""the article"" to complete a citation/footer boilerplate like ""This article is..."" or ""This is the first part"" or ""the code"" or ""a blog post"" — likely ""s"" or ""the article is..."""
28,1.3629683,0.318516,---,7243,481,32,36058.61,True,--- layout: fb-ad-layout title: Trump - FIX IT - TAX RELIEF parent: Swipe - Facebook Ads nav_order: 2 ---,"Technical article structure: educational blog post with structured argument, following a pattern of explaining a specific research topic with citations.\n\nThe phrase ""The results of the study are:"" signals a standard academic citation/reference block, with ""The results of the study are:"" introducing a concluding summary or bibliographic entry.\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely continuing with ""s"" or ""the article"" to complete a citation or copyright notice, or ""This is the first time..."" or ""The article is..."" or ""The function of the Fibonacci sequence..."" or ""a list of the function"" — a closing boilerplate phrase referencing the article or copyright."
29,1.3464401,0.32678,Sp,4225,473,40,36363.844,True,Spree 2.1 support\n\n\nDoes it work?\n\n\nyou can use this directly without any plugin\nhttps://www.aftership.com/apps/spree-V2\n,"Technical article structure: a blog post reviewing a specific research paper, with a consistent pattern of explaining the problem and solution.\n\nThe phrase ""The results of the study are:"" signals a standard citation/reference block, with ""The results of the study are:"" introducing a concluding summary or bibliographic note.\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely continuing with ""s"" or ""the article"" or ""the article is..."" or ""This is a classic example of..."" or ""The article is..."" or ""the article is being discussed"" — a truncated sentence referencing the ""the"" or a copyright/citation boilerplate typical in academic/forum post formatting."
30,1.3352962,0.33235204,1,236770,148,365,35849.332,True,18 Oblique Tee\nNote: This is the only tee which requires a full front elevation view.\n- Draw a full front and end elevation view.\n- Draw profiles on the tee in both views and divide into 6 equal parts,"Technical article structure: educational blog post with structured argument, following a pattern of explaining a specific research topic with citations.\n\nThe phrase ""The results of the study are:"" signals a repeating pattern of ""The results of the study are:"" introducing a citation or reference to the article, likely a URL or bibliographic detail.\n\nFinal token ""it'"" opens a closing sentence fragment (""it'""), immediately requiring a contraction or continuation like ""s"" or ""the article"" — likely ""s"" or ""the article"" or ""This is a classic example of..."" or ""The code is..."" or ""The article is available at..."" completing the citation boilerplate for the Python/C++."
31,1.31994,0.34003025,Complete,25146,479,34,36271.05,True,Complete this political discussion on the topic of National Flag of Canada Act starting with: The time provided for the consideration of private members' business has now expired and t...,"Technical article structure: a blog post reviewing a specific research paper, with a structured argument about the Fibonacci sequence and the Gibbs energy equation.\n\nThe phrase ""The result is that..."" signals a standard academic citation/reference pattern, with ""The result is that..."" introducing a concluding summary statement about the paper.\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely continuing with ""s"" or ""the article"" or ""the article is..."" or ""This is a classic example of..."" or ""The Fibonacci sequence"" or ""the article is being quoted"" — a citation or closing remark referencing the paper's context or the ""it"" pronoun."
32,1.3129859,0.34350738,Give,46762,481,32,36611.06,True,"Give me the complete political discussion on the topic of Questions on the Order Paper that ends with: ...of Canada, and any related cases, between January.","Technical article structure: educational blog post with structured argument, following a pattern of explaining a specific engineering topic with citations.\n\nThe phrase ""The following equation is the result of the Fourier transform of the signal:"" signals a standard academic citation/reference block, with ""The Fourier transform of the signal"" establishing a concluding reference.\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely continuing with ""s"" or ""the article"" or ""the article is..."" or ""This is a common misconception"" or ""The article is..."" or ""by the IEEE"" — a closing citation or footnote phrase referencing the ""The 1999"" context."
33,1.3120725,0.34396422,ValueError,202379,486,27,36165.496,True,"ValueError\n\n\n\n\n\nHave you solved this problem? I have a similar problem, but I don't know how to solve it.\n","Technical tutorial structure: article is presenting a detailed explanation of a specific programming topic, with a structured argument about the Kalman filter.\n\nThe phrase ""The following code is a simple example of the Kalman filter"" signals a standard academic citation/reference pattern, with ""The following code"" introducing a concluding remark.\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely continuing with ""s"" or ""it"" to complete ""it's"" or ""the article"" or ""the article is..."" or ""This is a classic example"" or ""the function"" — likely ""s"" or ""the article is..."" mirroring the citation boilerplate."
34,1.2838577,0.35807127,Anthony,79688,186,327,36353.727,True,"Anthony Ouasfane\n\nAnthony Ouasfane (born 29 May 1989) is a French professional footballer who plays as a defender for Championnat National 2 club Toulon, where he is the captain.\n\nClub career\nAfter pl","Technical article structure: a blog post reviewing a specific research paper, with a structured argument about the Fibonacci sequence and the 3D model.\n\nThe phrase ""The Fibonacci sequence is a mathematical pattern that is found in nature"" signals a standard citation/reference boilerplate, suggesting a concluding summary statement.\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely ""it"" or ""the article"" or ""the article is..."" continuing the citation pattern ""This article is from the journal..."" or ""This is the first part"" or ""s"" completing ""it's..."" or ""the article"" — likely ""s"" or ""the article."""
35,1.2800136,0.3599933,Pokémon,199441,464,49,36415.016,True,"Pokémon Smoke and Mirrors\nPokémon Smoke and Mirrors\nThis page is currently under contruction. feel free to add any  ideas you want, go wild...\nStory\nSection heading\nWrite the second section of your pa","Technical article structure: a blog post reviewing a specific research paper, with a list of topics being enumerated in a structured format.\n\nThe phrase ""The first topic is the role of the magnetic field"" signals a repeating pattern of ""The [topic] is..."" citation/reference boilerplate, suggesting a concluding summary statement.\n\nFinal token ""it'"" opens a truncated clause (""it'"") — likely ""it"" or ""the article"" or ""the game"" — continuing the sentence ""This is the most important part of the article"" or ""The article is..."" or ""s"" completing a standard citation phrase like ""the game is..."" or ""the first."""
36,1.2555795,0.37221006,---,7243,374,139,36064.668,True,--- title: HTML5 for XP campaign website excerpt: 'HTML5 for XP campaign website by @codepo8: http://html5forxp.com/. Spread the word!' date: '2011-03-29 12:43:14 +0200' date_gmt: '2011-03-29 10:43:14,"Technical article structure: educational blog post with structured argumentation, following a pattern of explaining a specific research topic with citations.\n\nThe phrase ""The results of the study are:"" signals a standard academic citation/reference block, with ""The results of the study are:"" introducing a concluding summary or bibliographic entry.\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely continuing with ""s"" or ""the article"" to complete a citation or copyright notice, or ""This is the first time..."" or ""The article is..."" or ""The article is available at..."" or ""The phrase 'the' is a common idiom"" — a closing boilerplate for the Python/C++ context."
37,1.2466506,0.37667453,Changes,29027,303,210,36486.25,True,"Changes related to ""Category:Encryption""\n\nJump to: navigation, search\n\nThis is a list of changes made recently to pages linked from a specified page (or to members of a specified category). Pages on y","Technical article structure: a blog post reviewing a specific research paper, with a consistent pattern of explaining the problem and solution.\n\nThe phrase ""The results of the study are:"" signals a standard citation/reference block, with ""The results of the study are:"" introducing a concluding summary or bibliographic detail.\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely continuing with ""s"" or ""the article"" or ""the article is..."" or ""This is a classic example of..."" or ""The function of the algorithm..."" or ""The article is..."" — a truncated sentence referencing the ""the function"" or a closing citation/footer boilerplate for the Python."
38,1.2453319,0.3773341,Why,11355,333,180,36295.086,True,"Why is incest porn so popular?\nOh, that’s a good question.  Porn is all about getting people to have sex, in a safe way that’s socially acceptable.  But obviously it’s not safe for people to do things","Technical article structure: educational blog post with structured argumentation, following a pattern of explaining a specific topic with citations.\n\nThe phrase ""The first step is to find the eigenvalues of the matrix"" signals a standard mathematical exposition, with ""The solution is given by"" implying a concluding summary statement.\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely ""it"" or ""it's"" continuing the sentence, likely ""the function"" or ""the article"" or ""the article is..."" or ""This is the first step"" or ""by the Fourier transform"" or ""a list of the eigenvalues"" mirroring the citation/reference boilerplate."
39,1.2284074,0.3857962,"
",107,452,61,35802.004,True,\n    Com. v. Williams\n    2465 EDA 2015\n    06/14/2016\n   Affirmed\n\nCP-23-CR-0007305-2012 (Delaware)  ,"Technical article structure: educational blog post with structured argumentation, following a pattern of explaining a specific research topic with citations.\n\nThe phrase ""The results of the study are:"" signals a repeating pattern of ""The results of the study are:"" introducing a standard academic citation/reference block for the article.\n\nFinal token ""it'"" opens a closing sentence fragment (""it'""), immediately requiring a contraction or verb phrase — likely ""s"" or ""the article"" — continuing the citation boilerplate ""This article is available in the journal..."" or ""The article is..."" or ""This is a classic example of..."" or ""the text"" to complete the sentence."
40,1.227538,0.38623068,H,236814,436,77,36401.098,True,"Haiti: “Sweet Micky”‘s Mandate  · Global Voices\nJanine Mendes-Franco\n\nDying in Haiti puts forward the new president's mathematical mandate, saying: “His opportunity to do good for Haiti is huge. It wo","Technical article structure: educational blog post with structured argumentation, following a pattern of explaining a specific research topic with citations.\n\nThe phrase ""The results of the study are:"" signals a standard academic citation/reference block, with ""The results of the study are:"" introducing a concluding summary or bibliographic entry.\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely continuing with ""s"" or ""the article"" to complete a citation or copyright notice, or ""This is the first time..."" or ""The article is..."" or ""The article is available at..."" or ""The phrase 'the' is a common idiom"" — a closing boilerplate for the Python/C++ context."
