rank,nmse,cos,token_str,token_id,position,seq_len,vec_norm,av_parsed,text_preview,explanation
13,0.076414816,0.9617928, Steve,13809,467,512,102.61045,True,"Why do governments downplay or cover-up pandemics in their early stages?\nCONTEXT\nWhile no government wants there to be a pandemic, and would certainly prefer (hope) for it to just go away, they can on","Australian newspaper article structure with expert commentary on COVID-19 economic impacts, blending academic analysis with policy framing around public health and economic uncertainty.\n\nThe sentence ""A new study on pandemic misinformation has been published, with the UK government's chief economist arguing a 'lockdown' framing. Steve"" suggests a citation or expert name follows, likely a UK academic or policy framework term.\n\nFinal token ""Steve"" is mid-name in an incomplete attribution (""by Steve""), part of a parenthetical expert list (""But a model by Andrew Colman and Steve""), expecting a surname or descriptor like ""Hollis"" or ""Kleinman"" or ""McIntosh argues the psychological."""
14,0.077324346,0.9613379, and,323,31,285,129.42178,True,"Pictures of Life and Character from the collection of Mr Punch (1887)\n\nJun 23, 2015\n\n\n\nThe English illustrator and caricaturist John Leech (1817 – 1864) is best known for his work for Punch, the humor","British cultural history article format with elegant prose describing a famous Victorian-era illustration, establishing an art historical context around a humorous Christmas card.\n\nThe phrase ""The British illustrator and"" signals an introduction to the subject's credentials, implying the text is naming a person's dual roles or works — likely the same figure's career as cartoonist and writer about Victorian life.\n\nFinal token ""and"" is a conjunction mid-noun phrase (""a British illustrator and""), part of a noun phrase introduction (""The English illustrator and""), strongly expecting a noun like ""cartoonist"" or ""publisher"" or ""writer"" or ""artist's illustrator"" completing the subject's professional identity and collected works."
15,0.08021296,0.95989347, API,5333,19,512,139.98938,True,Is wildcard LIKE more performant than a multiple boolean search in MySQL?\nI have been building an API for for a website and the objects I am searching for have a LOT of true/false fields. Instead of c,"Developer/technical post tone with code snippet showing SQL validation of float values using regex, implying a technical discussion about precision or rounding behavior.\n\nThe phrase ""I've been working on an API"" suggests a context setup or narrative introduction, likely a personal project or application scenario, possibly about handling JSON data or database queries related to the question about float precision.\n\nFinal token ""API"" ends mid-phrase (""I'm building an API""), part of a context clause (""I was working on an API""), strongly expecting continuation like ""endpoint"" or ""that requires a lot of data"" or ""and I've been encountering some rounding issues"" or ""where I'm returning model data."""
16,0.08028783,0.959856, query,3239,63,439,129.13486,True,getting the file template used for a specific file in a document library\nI am trying to not have to create a different content type for a document library. Instead I was thinking if given the files in,"Greek/technical forum post asking about SharePoint list item ""Status"" field for Dynamics CRM entity and how to retrieve/display ""mobile"" attribute.\n\nThe phrase ""So wondering if i can query"" implies a question about querying or accessing metadata about the entity's layout or structure, suggesting a second question or concept about SharePoint's CAML or other query mechanisms.\n\nFinal token ""query"" ends an incomplete clause (""can I query""), part of a question structure (""Can I query...""), strongly expecting a noun phrase like ""the database for this"" or ""this attribute"" or ""SharePoint to get the records"" or ""some CAML property to find the state?"""
17,0.08053529,0.9597328,Ad,2589,374,512,113.029655,True,"definition of a point inside a domain\nIf given a point P in $ R^{3} $ and a closed domain $ \Omega$, how do I mathematically define is the point is inside or outside the domain. \nI am looking for a ma","Indian Math Stack Exchange post with a question about complex integral, using LaTeX formatting and informal tone with ""Let's compute"" context.\n\nThe phrase ""I am trying to understand this integral : $\int\frac{dx}{\sqrt{1-x^2}}$"" suggests a user comment or answer attempt, possibly a name or tag like ""Aditya"" or a math forum contributor.\n\nFinal token ""Ad"" is a truncated name mid-sentence (""By:Ad""), part of a tag or attribution clause (""Some user: ""), strongly expecting continuation like ""itya"" or ""Srinivasan's"" or ""All my attempts"" or ""Complex Analysis"" to complete."
18,0.080993734,0.9595034, monitoring,16558,43,129,138.6586,True,A few questions regarding Sql Server Utility\nI just stumbled across the Sql Server Utility (don't ask) and was just wondering what the overhead of the collect and upload process is like? How does this,"Technical/SQL Server forum post tone with a question about performance counters vs. PerfMon for SQL Server monitoring, implying practical advice or comparison.\n\nThe phrase ""Now i am wondering if having this level of detail in a single agent is better then other monitoring"" suggests a second question or context about other monitoring tools or approaches, likely referencing similar tools or practices around performance tracking.\n\nFinal token ""monitoring"" ends mid-phrase (""compared to other monitoring""), part of a list or comparison clause (""Whether compared to other monitoring""), strongly expecting a noun like ""tools"" or ""systems"" or ""methods"" or ""tools that track server health"" or ""and logging solutions?"""
19,0.08209412,0.9589529,8,23,366,512,99.098976,True,Is the experimental evidence confirming black hole entropy or Unruh radiation?\nThe question says it all: how does Bekenstein–Hawking entropy or radiation fare when compared with observation?\nOr maybe ,"Physics forum post with structured wiki-style exposition on black holes, mixing technical definitions and equations with informal commentary about quantum gravity.\n\nThe sentence ""Another famous example is the Penrose diagram of a scalar field, which was proposed by 't Hooft in 198"" is mid-citation, introducing a historical physics concept about vacuum fluctuations or geometric behavior.\n\nFinal token ""8"" is mid-number in a date or equation reference (""Penrose 198""), part of a parenthetical quote attribution (""R. Penrose 198...""), strongly expecting ""5"" or ""55"" or ""1 model"" continuing the mathematical physics notation."
20,0.08229942,0.95885056, Sil,8051,161,512,108.23098,True,What defines the speed at which a motor is retracting and how can it be changed?\nGiven a Marlin firmware and a line of G-code such as the following:\n\nG1 F100 X50 Y50 Z0 E-10\n\nWhat defines the speed at,"Technical forum post about 3D printer firmware, with DIY context discussing mesh generation and print quality for CNC machines.\n\nThe phrase ""I've been experimenting with my own slicer settings for this printer using Sil"" suggests a software or model name reference, likely a third-party software or design platform like Silhouette or similar CAD tool, implying a concluding clause about a specific software or workflow context.\n\nFinal token ""Sil"" is a truncated word mid-sentence (""from Sil""), part of a parenthetical example (""a model imported from a model in Blender and Sil...""), strongly expecting ""houette"" or ""cad"" or ""3DPrint"" or ""Print3D database,"" a software name."
21,0.08264663,0.9586767,.,13,343,442,107.36932,True,"Odd behaviour with varnishlog and stream redirecting\nI wrote a helper to debug varnish installation and have used it on both production and development server. The odd thing is, I encountered differen","Technical Linux forum post format with code example showing log output, implying a software package description or configuration context about memcached.\n\nThe phrase ""I'm using Apache Zookeeper 3."" suggests a version number or version history reference, likely a specific version of Apache ZooKeeper, completing a claim about the software's performance or architecture improvements.\n\nFinal token ""3."" is mid-version number (""3.""), part of a parenthetical version specification (""Apache 3.""), immediately expecting a version number continuation like ""0"" or ""1.4"" or ""x"" or ""x.x,"" or ""2.x"" describing the memcached version or related software."
22,0.082669936,0.9586651, tremendously,71323,155,372,141.17393,True,"How Do I Force A DataSource Location In Crystal Reports?\nI've inherited some pretty awful code that uses Crystal Reports extensively. My issue is that I can get the reports working just fine locally, ","Technical/programming forum post seeking help with a Java/Excel parsing issue, describing a complex multi-part task involving XML and file paths.\n\nThe phrase ""If anyone could help me with this I would be extremely grateful... This would be tremendously"" signals a closing plea, implying a closing statement of gratitude and appreciation, completing the request for assistance with the missing code.\n\nFinal token ""triumtronously"" ends an incomplete phrase (""this would be tremendously""), part of a gratitude expression (""Any help on this would be tremendously appreciated...""), strongly expecting ""appreciated"" or ""helpful"" or ""thankful"" to close the sentence, completing the request for assistance."
23,0.08318782,0.95840603, first,1156,21,512,123.10665,True,"Problems deploying app through heroku on cloud9, gem error\nSo I'm trying to deploy my first app, and have run in to some trouble, looks like I keep getting the warning below about ""running version of ","Code snippet posted on Stack Overflow with Python/Heroku context, describing a beginner's attempt at rails and git setup with rails console errors.\n\nThe phrase ""So I'm trying to deploy my first"" strongly implies a personal narrative about a beginner's project, likely continuing with a project description or goal of a rails app, suggesting the user is sharing their initial attempt with Heroku.\n\nFinal token ""first"" is mid-phrase (""my first""), part of a personal declaration (""I'm trying to deploy my first""), immediately expecting ""rails app"" or ""github project"" or ""application and I'm running into issues with database"" or similar noun phrase completing the stated goal."
24,0.08349101,0.9582544,Bo,1233,254,512,105.230385,True,"How to print 1 to 10 with following format first line 1 2nd line 2 & 3 3rd line 4,5 & 6 4th line 7,8,9,10?\nI tried like this,\n for (int j = 1; j <= 4; j++) {\n            for (int k = 1; k < 10; k++) {","Code snippet with C#/LINQ syntax, showing a UI event handler for a ""Remove"" button with a regex pattern, suggesting informal or community-style technical post.\n\nThe phrase ""But I see another answer by 'BjornBo"" appears to be a truncated attribution or variable name, likely a Stack Overflow contributor or code snippet with a Dutch name, suggesting a closing parenthesis or unrelated term.\n\nFinal token ""Bo"" is mid-word in ""BjornBo"", part of an attribution or variable name clause (""JeroenBo""), expecting continuation like ""hout"" or ""man"" or ""s"" or ""optimized"" or ""complexity"" to complete the name."
25,0.08373494,0.95813257, keeping,10282,20,364,133.17996,True,MySQL When Inserting Row Column Value Is The Same For Every Row\nI have a mysql table for keeping track of books. When i try to enter a new book the EAN column only keeps the initial value that was ins,"Greek/PHP code snippet with technical discussion about SQL/MySQL performance, suggesting a developer context or script showing a queue or log table structure.\n\nThe phrase ""I have a table I'm using to keep"" implies an example or context about a specific data model or variable, likely a timestamp or count-related scenario about user activity or data storage.\n\nFinal token ""keeping"" ends an incomplete noun phrase (""for a table for keeping""), part of a context clause describing a database purpose (""I have a table for keeping""), strongly expecting a noun like ""user statistics"" or ""daily records"" or ""some kind of counters"" or ""employee IDs and their status."""
26,0.084414415,0.9577928,8,23,125,151,114.37485,True,"How to connect to wifi without disabling powersave?\nIn order to connect to a WPA/WPA2, EAP-PEAP, MSCHAPV2-secured network, I always have to do sudo iw wlp1s0 set power_save off. Is there a way to fix ","Technical Android UI error message format with UI element details, suggesting a product description or troubleshooting context about Windows 10 WiFi connectivity.\n\nThe phrase ""My laptop has Intel Wireless 8"" appears to be a product model reference, likely naming a specific Intel WiFi chip or hardware generation, implying a specific hardware feature or model name follows.\n\nFinal token ""8"" is mid-number in ""Intel Wireless 8"", part of a quoted product name (""WiFi 8""), strongly expecting continuation like ""650"" or ""5150"" or ""6400"" or ""triple-band"" — a specific Intel WiFi chip designation completing the hardware description."
27,0.08442496,0.95778733, MySQL,26339,18,512,136.80106,True,"Use of MD5(URL) instead of URL in DB for WHERE\nI have a big MySQL InnoDB table (about 1 milion records, increase by 300K weekly) let's say with blog posts. This table has an url field with index.\nBy a","Dutch/technical forum post tone with code snippet about PHP/MySQL performance optimization, implying a question about slow queries or data structure.\n\nThe phrase ""I have a big InnoDB MySQL"" strongly implies a database context setup, likely describing a table or database schema with performance concerns, suggesting continuation about database size or query load.\n\nFinal token ""MySQL"" is mid-phrase (""a big MySQL""), part of an incomplete noun phrase describing a database (""I have a big MySQL""), immediately expecting a database attribute or table definition like ""database"" or ""table with millions of rows"" or ""InnoDB database"" or ""query cache"" or similar."
28,0.084468946,0.95776534, L,444,40,512,116.572296,True,"R: how to extract information from summary model fit\nlibrary(nlme)\nfm1 <- nlme(height ~ SSasymp(age, Asym, R0, lrc),\n            data = Loblolly,\n            fixed = Asym + R0 + lrc ~ 1,\n            r","R code documentation format with R documentation style, suggesting a statistical function example using `lsmeans` package.\n\nThe phrase ""anova.lm( ~ dose + Treatment, data = L"" implies a specific dataset name or example context, likely a famous dataset (like the Lilly dataset), suggesting a biological or chemical data example with a variable name or dataset reference follows.\n\nFinal token ""L"" is a partial word mid-sentence (""data = L""), part of a dataset specification clause (""anova for the growth data from the dataset L""), strongly expecting a continuation like ""illyData"" or ""longley"" or ""dataframe"" or ""women"" to complete the dataset name."
29,0.084648766,0.9576758, me,752,262,512,138.44125,True,Trying to save text box contents to a text file\nI am having trouble saving the contents of a text box to a text file.  \nI am gathering information about several repositories and printing the results t,"VB.NET/Code forum post asking about why a string array isn't populating correctly with mySQL data, showing attempted code snippet.\n\nThe phrase ""So I am trying to figure out why my array isn't returning anything... Can anyone help me"" implies a closing question or request for troubleshooting, suggesting the poster is seeking a fix or explanation of their `StringBuilder` or loop logic error.\n\nFinal token ""me"" ends an incomplete phrase (""Help me""), part of a question structure (""Can anyone help me...""), strongly expecting ""figure out the issue"" or ""fix this code"" or ""understand how to properly populate the array?"" completing the request for a solution."
30,0.08478387,0.95760816, r,435,113,512,105.402824,True,Getting pid of pages that are being swapped out\nMy goal is to find out process-id of pages which are being swapped out. The Linux Kernel function swap_writepage() takes a pointer to struct page as a p,"Technical Linux kernel mailing list post with code snippet about page fault statistics, implying a kernel internals discussion about `mm_struct` or similar structures.\n\nThe phrase ""But to find the address of the mapped pages, I used r"" suggests an incomplete clause referencing a specific kernel debugging tool or variable, likely a kernel function or data structure lookup method related to the tracepoint context.\n\nFinal token ""r"" is a truncated word mid-sentence ("" via r""), part of a parenthetical clause (""This was via r...""), strongly expecting a technical term like ""read_page"" or ""tracepoint"" or ""mem_map"" or ""reverse lookup"" or ""the mm_struct fields."""
31,0.08493487,0.9575326, large,3460,19,512,131.63702,True,How to allocate space to JAVA using command line\nI have come across heap errors while loading a large dataset into Jena. `Is there some way by which I may allocate the JVM(Java) a large heap space. \nI,"Indian/Java developer forum post format with code snippet context suggesting technical discussion on Java Swing performance issue.\n\nThe phrase ""I am facing a memory issue while reading a large"" implies a specific scenario context, likely a Java application loading a huge dataset or object, implying the question is about memory handling or thread blocking behavior related to a particular operation.\n\nFinal token ""large"" is mid-phrase (""while loading a large""), part of an example scenario clause (""When I am trying to load a large""), immediately expecting a noun like ""dataset"" or ""object"" or ""file"" or ""data structure"" or ""matrix"" — continuing the user's specific problem context about memory overflow."
32,0.085345365,0.95732725, simple,4285,16,337,123.59983,True,Only geometry.elementsNeedUpdate results in memory allocation - why?\nIf I have a simple animate function\nfunction animate() {\ngeometry.elementsNeedUpdate = true;  // allocates memory without geometry.,"Danish/English developer forum post about Three.js WebGL rendering performance, suggesting code snippet or question about `requestAnimationFrame` and `THREE.Scene`.\n\nThe phrase ""If I have a simple"" implies an example context or scenario, likely a minimal Three.js scene setup with multiple objects or a specific issue, implying the question will address rendering behavior or state management.\n\nFinal token ""simple"" is mid-phrase (""If I have a simple""), part of an opening scenario description clause (""For a simple""), strongly expecting a noun like ""scene"" or ""three.js app with only one cube"" or ""animation loop that"" or ""model like this:"" continuing the code context."
33,0.08549488,0.9572526, others,3800,477,512,160.35349,True,"how to handle large sets of data with PHP?\nMy web application lets user import an excel file and writes the data from the file into the mysql database.\nThe problem is, when the excel file has lots of ","Technical/programming forum post with code snippet showing C# variable declaration, with user trying to track a variable via regex and UI.\n\nThe post structure ""So I need to set the path to the file...as others"" signals a concluding paragraph continuing the responses, now addressing the suggested solutions or additional answers about the empty string issue already mentioned.\n\nFinal token ""others"" ends mid-sentence (""As others""), part of a quoted response clause (""As others have said...""), immediately expecting ""have said"" or ""have mentioned, I'll add"" or ""have noted, the answer is that..."" continuing the advisory pattern about the actual solution or context."
34,0.085588776,0.95720565, to,311,109,512,123.227516,True,"Making a BINGO game. How do I generate a random number to be displayed from one set without repeating which number is generated and displayed?\nI'm making a bingo game for a course I'm taking, and the ","Java/Code discussion post format with student trying to create a GUI class to generate random strings from an ArrayList using Java streams.\n\nThe sentence structure ""So far I've been able to figure out how to get the array working... "" implies the post is listing attempted methods or progress, establishing a pattern that will continue describing functionality like generating the array or selecting random elements.\n\nFinal token ""to"" ends an incomplete clause (""So far I can""), directly continuing the list of things the current code can do (""I am able to""), strongly expecting verbs like ""generate the array"" or ""pull out the random number and print"" or ""initialize the ArrayList and get random values."""
35,0.08596944,0.95701516, problem,3491,54,351,149.93806,True,How do I refresh my main page after popping my second page?\nMy main page consists of a ListView generated by a FutureBuilder. The second page is opened by a FAB on the first page and is used to add el,"German language student trying to explain a coding issue with Java Swing, describing a loop that doesn't update the GUI properly.\n\nThe phrase ""So my problem is that i'm trying to make a textfield that gets the input from the user. My problem"" signals an expected continuation explaining the core issue or context, likely completing the problem statement about the async/loop behavior or desired functionality.\n\nFinal token ""problem"" ends mid-sentence (""My problem""), part of a clause structure (""My problem...""), strongly expecting ""is that"" or ""is how to stop the loop"" or ""is that the data isn't being saved"" or ""is the actual issue of synchronization."""
36,0.08625017,0.956875, my,847,16,512,127.36041,True,Posting multiple model Objects with Ajax in .NET core\nI've been wracking my brain and the various SO posts on the same topic (see JQuery Ajax and Posting multiple complex objects to asp.net MVC Contro,"Technical/programming forum post tone with a beginner trying to figure out a SQL/Excel formula for a specific UI element behavior.\n\nThe phrase ""So I've been trying to rack my"" suggests a personal confession or frustration, implying the poster is sharing their ongoing struggle with a coding problem or knowledge gaps, likely continuing with ""brain trying to figure out"" or similar.\n\nFinal token ""my"" is mid-phrase (""Racking my""), part of an informal self-description clause (""I've been racking my""), immediately requiring a noun like ""brain"" or ""head over this"" or ""brains trying to find solutions"" or ""head on this data issue,"" completing the personal frustration context."
37,0.08664612,0.95667684, file,1034,25,512,143.28021,True,"STRtree in JTS Topology Suite : bulk load data and build index\nNow I have a set of data in text file (big enough), suppose each line represents a rectangle:\nx1,y1,x2,y2\n\nAfter I read the file, how do ","Thai/English technical forum post format with code snippet expected, suggesting a Java or algorithmic problem about clustering or parsing.\n\nThe phrase ""I have some data in text file"" implies an introduction context, likely describing a task to read points from a CSV or similar formatted file and convert them into KMeans clustering, implying the user's data source or format details follow.\n\nFinal token ""file"" ends an incomplete noun phrase (""in text file""), part of a setup clause (""I have some data in text file""), strongly expecting continuation like ""with coordinates"" or ""like this format:"" or ""and I need to load them"" or ""containing multiple points,"" establishing the data context."
38,0.08668583,0.9566572, full,2480,71,139,131.25977,True,"Cube not showing in query designer in BIDS or Excel 2007\nI Have a few cubes in SSAS. All cubes are shown in Analysis Services in SQL Management Studio, but in Excel (2007) and Report Designer (SSRS in","Bulgarian/English forum post about SSIS query, showing code snippet about Excel connection not working with Sharepoint view.\n\nThe sentence ""I have access to DB with full rights so I have full"" implies a context about permissions or database access state, likely a troubleshooting note about the SSMS connection showing all database objects including system tables.\n\nFinal token ""full"" ends mid-phrase (""I have full""), part of a permissions claim (""since I have full access...so I have full...""), strongly expecting ""access rights"" or ""control"" or ""permissions"" or ""read/write rights"" to complete the statement about the SQL Server context being unrestricted."
39,0.08675688,0.9566215, to,311,36,512,144.48416,True,Problems With ListView?\nMy problems\nI'm trying to make an app where you can add an item to a list using an EditText and a ListView. I was using this website to help because I don't have much android c,"Small/teen coding post asking for help with a Java GUI program, explaining my code issues with a text box and button.\n\nThe sentence structure ""I was trying to make this program myself using a tutorial i found online. I was using this link to"" implies a prior attempt context, likely referencing the tutorial's source code or steps, establishing the question about my implementation details.\n\nFinal token ""to"" ends an incomplete clause (""I was using this site to""), part of a ""I was using this tutorial off a website to"" clause, strongly expecting ""help"" or ""build my code"" or ""follow the tutorial"" or ""get ideas but ran into issues."""
40,0.08676845,0.95661557, website,3910,20,396,129.64313,True,"CKEditor not working\nI just downloaded CKEditor to use the WYSIWYG editor on my website, but this code:\n<div id=""editor"">\nThis is a test\n</div>\n<script>\n    CKEDITOR.replace( 'editor' );\n</script>\n\nOr","PHP/HTML forum post code snippet with user asking about jQuery validation and CSS issues, implying technical context about a CMS or website development project.\n\nThe phrase ""I'm trying to add some jQuery validation to my form on my website"" suggests an opening context about a personal project or user's attempt to upload images, likely continuing with a problem statement or question about database or file structure.\n\nFinal token ""website"" ends an incomplete clause (""for my website on my website""), part of a context setup sentence (""I'm trying to add some content to my database for my website""), strongly expecting continuation like ""but it's not working"" or ""and the database"" or ""project, but..."""
41,0.08706168,0.9564694, example,3110,65,512,143.17113,True,"How to create a blurred/glow background for better text readability Photoshop\nI am a photoshop newbie, I am trying to add some transparent background for my text in order to make it more readable, but","Bulgarian/English forum post about UI design, asking for advice about shadow/outline effect in Photoshop, expecting code or technique explanation.\n\nThe phrase ""So i need something like this effect"" signals a visual example is being provided, likely a screenshot or image reference showing desired layout style, implying ""example"" or a specific design concept from a source.\n\nFinal token ""example"" ends an incomplete clause (""Here is an example""), part of a description setup (""Here is an example""), strongly expecting a concrete image or description like ""of what i mean"" or ""of desired result"" or ""this image below"" or ""of similar UI design with blurred background."""
