rank,nmse,cos,token_str,token_id,position,seq_len,vec_norm,av_parsed,text_preview,explanation
11,0.0576707,0.9711646,8,23,67,323,117.87219,True,"The Spirit Photographs of William Hope\n\nAug 8, 2011\n\n\n\nThis remarkable collection of photographs was unearthed in a Lancashire antiquarian bookshop by one of the curators at the National Media Museum.","Wikipedia article format with structured biographical description of a Victorian spiritualist photographer, establishing historical context and characteristics of the ""Spiritualised"" plant.\n\nThe phrase ""English photographer William Henry Harrison, born 18"" signals a date or name reference, likely a famous figure's credentials or lifespan, following a pattern of naming the subject's claimed abilities.\n\nFinal token ""18"" is mid-number in a birth year (""born 18""), part of a parenthetical attribution clause (""His name was William Henry Harrison, 18""), strongly expecting ""55"" or ""65"" or ""75,"" completing a historical date for the subject."
12,0.05780249,0.9710988, Tri,12359,83,118,106.529274,True,"My Little Pony: The Ponies of Equestria (Johnsonverse)\n\n\n\nMane Six\n\n * Octavia Melody (Kazumi Evans) is a musician. \n * Lyra Heartstrings (Ashleigh Ball)\n * Sweetie ""Bon Bon"" Drops (Chantal Strand)\n\nA","Fan fiction format with character dialogue and descriptive prose about a Disney cartoon, implying a list of villains or heroic figures from the show.\n\nThe phrase ""But when she was absent, Fluttershy and Tri"" suggests a second named villain or character list item, likely a second term from a specific story element or canon, possibly ""Trixie"" or similar villainous or neutral figure.\n\nFinal token ""Tri"" is a truncated word mid-list ("" Tri""), part of a comma-separated list of named villains or attributes (""And Tri...""), strongly expecting a continuation like ""xie"" or ""angle"" or ""Starlight's Magic"" or ""angles"" describing a combined force."
13,0.058184,0.97090805, and,323,67,222,144.74023,True,"  Synthetic data offers the promise of cheap and bountiful training data for\nsettings where labeled real-world data is scarce. However, models trained on\nsynthetic data significantly underperform when","Academic paper abstract format with structured claims about self-supervised learning for visual grounding, establishing a novel method for reducing captioning complexity via gradient masking.\n\nThe phrase ""We propose a simple and"" signals a title or abstract claim structure, promising the method's proposed technique is ""simple and effective,"" continuing the abstract's description of a proposed method.\n\nFinal token ""and"" is a conjunction mid-phrase (""a simple and""), part of a parallel list (""This method is a simple and simple and...""), strongly expecting a noun like ""effective"" or ""efficiently scalable"" or ""generalizable technique that"" or ""easy-to-implement regularization strategy that achieves...""."
14,0.05828575,0.9708571, Nik,21573,124,312,108.447716,True,"Red Ink Awards\n\nThe Red Ink Awards, also known as the Red Ink Awards for Excellence in Indian Journalism, are a set of annual awards given by the Mumbai Press Club in India to recognize excellence in ","Indian newspaper headline format with historical context around Indian TV's political coverage, listing prominent news anchors and journalists.\n\nThe phrase ""Among them, veteran journalist Barkha Dutt, and Nik"" suggests a third name or list of names associated with a specific news channel's reporting style or stance, likely a prominent Indian journalist or celebrity figure with a particular viewpoint or award.\n\nFinal token ""Nik"" is a truncated surname mid-list ("" Nik""), part of a name enumeration (""Journalist: Rajdeep Sardesai, Nik...""), strongly expecting a surname continuation like ""Sengupta"" or ""Sharma"" or ""Kumar's reporting"" or ""of truth."""
15,0.059078313,0.97046083, a,264,29,512,125.59271,True,"Tool holder system and method of use\n\nABSTRACT\n\nAn improved tool holder system and method of using the same is disclosed, characterized by use of a plural extension member assemblies which permit the ","Technical patent document or product description format establishes an abstract describing a tool or device for wellbore assembly, implying invention disclosure language.\n\nThe phrase ""An improved cartridge loading system for a fluid handling tool is disclosed wherein a changeable grip mechanism is characterized by"" strongly implies a noun phrase describing a novel assembly or component design feature, likely a single integrated housing or interchangeable element.\n\nFinal token ""a"" is an indefinite article mid-phrase (""characterized by use of a""), part of a claim or description clause structure (""wherein the system utilizes a""), immediately requiring a noun like ""composite housing,"" ""multiple interchangeable connector,"" or ""centralized locking mechanism and/or sensor assembly."""
16,0.059233468,0.9703831, provide,3410,148,512,138.16753,True,"Draft - Introduction To Computer Applications\nOverview\nPhoto by freestocks on Unsplash\nThe focus of this class is on learning the basics of commonly used computer applications, web concepts, multimedi","Academic/educational faculty course description format with instructor bio listing course objectives and outcomes for an online Communication Technology course.\n\nThe sentence structure ""This course will provide an introduction to basic computer literacy skills along with foundational math concepts. The course will also provide"" suggests a continuing list of course goals or program offerings, likely adding another item about academic or career preparation or technology literacy resources.\n\nFinal token ""provide"" ends an incomplete clause (""This course will also provide""), part of a parallel list structure (""This course will also provide...""), strongly expecting noun phrases like ""students with an introduction to research skills"" or ""additional opportunities for students to learn about information literacy and technology."""
17,0.05933555,0.97033215, Mend,45111,17,38,104.794914,True,Trinidad & Tobago: Poetry in the Mas’ · Global Voices\nJanine Mendes-Franco\n\nTrinidad & Tobago Carnival inspires a poem by blogger Andre Bagoo.,"Malay-language literary article format with cultural/arts context, suggesting a headline or article about Filipino cinema and social justice.\n\nThe phrase ""The writer, Rose Mend"" appears to be a name or author identifier, likely a Filipino artist or researcher's name, implying a concluding or personal note about the book's contributors or cultural identity.\n\nFinal token ""Mend"" is a truncated surname mid-word (""Rose Mend""), part of a name or attribution clause (""Author: Susan Mend...""), strongly expecting a continuation like ""zon"" or ""son"" or ""a"" or ""el's"" or ""zine,"" completing a personal or collective identity reference about the writer's perspective."
18,0.059350394,0.9703245, De,1581,189,512,99.75598,True," The floor is lava and rocks fall from the sky. You grapple between rocks, avoiding death at the bottom and climbing to outmaneuver your opponents and gain the higher ground so that you can punch them","Game design article with informal tone and visual description of a video game asset, listing creative features and mechanics around a superhero character.\n\nThe sentence ending ""Another creator, Scott Landis and Dan De"" appears to be citing a developer or industry figure with a credentials or quote, suggesting a second name or technical detail about animation or game design philosophy, likely a film or animation company.\n\nFinal token ""De"" is a truncated surname mid-phrase (""Dan De""), part of a parenthetical credentials list (""artist Scott Landis and Dan De""), strongly expecting ""Layton"" or ""Layton"" or ""Kirkwood"" or similar, completing a developer's name."
19,0.060594417,0.96970296, important,2989,15,512,151.4374,True,"Systemic Vulnerability of Swiss Power Grid to Natural Events\n\n. It is important to increase the security and robustness of power grids under a variety of events. In this case, “vulnerability analysis”","German scientific paper structure with technical abstract format presenting a study on road traffic emissions in Switzerland, introducing a model for stormwater quality.\n\nThe phrase ""It is important"" signals a common academic framing clause, likely continuing the introduction's argument about sustainability and climate change monitoring, implying a statement about the assessment of infrastructure resilience or traffic safety metrics.\n\nFinal token ""important"" opens a quoted claim (""It is important""), directly continuing the introductory argumentative context (""It is important""), strongly expecting a noun phrase like ""to understand the carbon cycle"" or ""for countries to assess the vulnerability of society"" or ""to have reliable data on climate change impacts,"" completing the thesis."
20,0.060626652,0.96968675, William,12375,14,512,109.22686,True,"Lost in Translation\nProust and Scott Moncrieff\nBy William C. Carter\nNovember 13, 2013\n\nScott Moncrieff's English translation of Proust's A la recherche du temps perdu is widely hailed as a masterpiece","Literary critical book description format with scholarly tone, suggesting a book about Dickens's novel ""The Mystery of Edwin Drood,"" likely an essay or article.\n\nThe phrase ""A fascinating new biography of Victorian literature, by James Wood, with a fresh and provocative account"" implies a concluding attribution or author name, likely a scholar's name or scholarly work follows.\n\nFinal token ""William"" is the start of a surname (""William""), part of an attribution clause (""By: William""), strongly expecting a surname like ""Friedman"" or ""Hunt"" or ""McIntyre"" or ""Scholes,"" completing a scholarly or literary critic's name about the book's context."
21,0.061390363,0.9693049, Ul,16582,98,512,105.19526,True,"# Bessel-beam direct-write of the etch-mask in a nano-film of alumina for\nhigh-efficiency Si solar cells\n\nTomas Katkus1, Soon Hock Ng1, Haoran Mu1, Nguyen Hoai An Le1, Dominyka\nStonytė2, Zahra Khajehs","Scientific article structure with Polish-language physics title and abstract format, listing experimental findings about graphene's optical properties and quantum chemistry.\n\nThe phrase ""And Lithuanian scientists Andrius Ul"" suggests a second surname or researcher name ending, likely a third contributor or a compound noun related to experimental equipment or visualization methodology, possibly ""Ulanovskis"" or similar.\n\nFinal token ""Ul"" is a truncated surname mid-word (""Vadimas Ul""), part of a list of researchers (""Lithuanian scientist Vaidas Ul... and Andrius Ul""), strongly expecting ""anis"" or ""isovskis"" or ""Kulakov's"" to complete."
22,0.06201809,0.9689909, our,1039,198,202,124.84022,True,"  Content-based image retrieval (CBIR) is one of the most active research areas\nin multimedia information retrieval. Given a query image, the task is to search\nrelevant images in a repository. Low lev","Indian academic paper structure: Abstract format with technical methodology describing a proposed hybrid feature extraction approach for Indian Sign Language recognition using fuzzy clustering.\n\nThe sentence ""We have carried out the performance evaluation of the proposed method by comparing the existing datasets with other existing methods and found the efficiency of our proposed model"" implies a concluding claim, strongly suggesting the method's proposed model is superior or novel.\n\nFinal token ""our"" ends an incomplete noun phrase (""so efficiency of our""), part of a concluding claim clause (""Thus validation of results by incorporating different features leads to the success of our""), expecting ""method"" or ""proposed approach"" or ""model"" or ""methodology."""
23,0.06220106,0.96889955, Bart,28527,25,49,111.05613,True,Changed promu and release building to Go 1.13.1 as well.\n\n\nUpdated docs.\nSigned-off-by: Bartek Plotka<EMAIL_ADDRESS>\n\nMerging as we have partial Go 1.13 move without this.\n,"Technical Go/CLI tool description format with a commit message header, suggesting a GitHub or similar open-source project status update about the `k8s` package.\n\nThe phrase ""Error: Reported by: Bart"" implies a contributor or author name or attribution, likely a username or name following a list or issue context, suggesting a developer's name or contribution note.\n\nFinal token ""Bart"" is a truncated name mid-phrase (""Author: Bart""), part of an attribution or contributor label, strongly expecting a surname or continuation like ""Kowalski"" or ""Schmitt"" or ""Hendrix"" or ""is a performance optimization"" describing the script's behavior."
24,0.0625004,0.96874994, David,6798,384,512,107.807816,True,"11\nDiversity and Inclusion in the Workforce\nLearning Objectives\nBy the end of this section, you will be able to:\n- Explain the benefits of employee diversity in the workplace\n- Discuss the challenges ","Marketing/business article tone with expert advice on workplace culture and communication, blending business and social science concepts around employee engagement and productivity.\n\nThe sentence ""Some experts have argued that authenticity matters in leadership. David"" suggests a specific quote or example follows, likely a named expert or research finding about leadership or organizational culture, continuing the list of factors or a concluding insight.\n\nFinal token ""David"" is a proper noun mid-sentence (""David""), part of a name attribution clause (""One expert's view: David""), strongly expecting a surname or descriptor like ""Kotter"" or ""Schwartz has noted"" or ""Bassett argues that employees are..."" completing the expert's perspective."
25,0.063771226,0.96811473, Listen,32149,139,409,154.36005,True,"Importance of Knowing How to Summarize Oral Information\nIn today’s world we are inundated with too much information, so knowing how to effectively summarize information is an important skill to acquir","Educational/Professional instructor format with numbered tips for effective presentations, establishing a structured list pattern with practical advice about communication and note-taking for a business meeting.\n\nThe paragraph opening ""To understand and remember a speaker's message, first: Listen"" signals the first tip item, immediately listing listening behaviors like active listening, eliminating distractions, or focusing on the speaker's message.\n\nFinal token ""Listen"" is mid-item in a bulleted list ("" Listen""), part of the first tip's instructional sequence (""1. Listen""), strongly expecting continuation like ""carefully"" or ""to the entire message"" or ""for key points"" or ""and take notes"" or ""with intent to understand."""
26,0.063918956,0.96804065, should,1265,145,412,139.59424,True,"Digital Scholarship\nThe digital scholarship literacy requires learners to “participate in academic, professional, and research practices that depend on digital systems” (JISC, 2014). Digital scholarsh","Educational/academic blog format establishes structured content around library literacy and digital communication skills, with professional tone defining and emphasizing importance of information literacy.\n\nThe sentence pattern ""Students of information literacy should be familiar with accessing and utilizing digital resources. Students should develop a strong understanding of research practices and digital literacy."" implies a list continuation listing additional responsibilities or goals for students regarding library education.\n\nFinal token ""should"" ends mid-clause (""Students should""), directly continuing the parallel list structure (""Students should have a strong foundation in research practices and access to resources. Students should""), expecting a verb phrase like ""also be able to critically evaluate"" or ""also understand the importance of creating their own knowledge."""
27,0.06407339,0.9679635, O,506,11,512,102.84951,True,"# Notes for Neighborly Partitions\n\nKathleen O’Hara and Dennis Stanton  317 N. Broad St. Apartment 820,\nPhiladelphia, PA 19107<EMAIL_ADDRESS>School of Mathematics,\nUniversity of Minnesota, Minneapolis,","Mathematical exposition format with a title and abstract structure, suggesting a journal or blog post about combinatorial geometry and graph theory.\n\nThe phrase ""Professor O"" suggests a named mathematician or researcher's name, likely a contributor or author, implying a closing phrase or attribution about a specific mathematical property or conjecture about the set of points.\n\nFinal token ""O"" is the start of an incomplete name ""Susan O,"" part of a name attribution or variable declaration (""Mathematician Susan O""), strongly expecting a surname continuation like ""Keefe"" or ""Morrison"" or ""Sullivan"" or ""of the Mathematics Department,"" completing the author's name."
28,0.06475238,0.9676239, be,387,21,141,143.82265,True,"  To deal with the ever increasing data rate demand in wireless systems,\nsuitable backhaul solutions have to be found. One option is to use LOS MIMO\nsystems at mmWave frequencies, as high bandwidths a","German technical paper structure with academic/technical language describing wireless communication systems, focusing on millimeter wave propagation for automotive applications.\n\nThe phrase ""Due to the increasing traffic demands for future mobile networks, efficient and reliable transmission solutions have to be"" implies a logical continuation establishing a problem context, strongly suggesting a phrase about ""developed solutions"" or ""found"" or ""implemented to handle congestion.""\n\nFinal token ""be"" ends an incomplete passive construction (""appropriate communication technologies must be""), part of a requirement clause (""Thus, appropriate networking solutions must be found...so appropriate backbone technologies must be""), expecting a noun phrase like ""developed"" or ""found"" or ""considered for energy efficiency."""
29,0.06521803,0.967391, Carlos,29297,28,65,103.844345,True,Santos Vega (1917 film)\n\nSantos Vega is a 1917 Argentine silent historical film directed by Carlos de Paoli. It is based on the story of the legendary gaucho Santos Vega.\n\nCast\n\n * José Juan Podestá a,"Wikipedia-style film entry format with Spanish-language cultural context, describing a Argentine film series about detective fiction.\n\nThe phrase ""The Argentine filmmaker Luis Gallo directed a series of films called El Pueblo, written by Carlos"" strongly implies a named director or creator, likely a historical figure or literary reference, suggesting a filmography or production context clause follows.\n\nFinal token ""Carlos"" is mid-name (""Carlos""), part of an attribution clause (""dirigido por Carlos""), immediately requiring a surname or name continuation like ""Gardel"" or ""Sastre"" or ""Ricciarelli,"" completing the credited director or literary figure associated with the film's production."
30,0.065353744,0.9673228, easy,4135,197,512,138.06645,True,No-rinse hair cleansing formulation and wipes\n\nABSTRACT\n\nA no-rinse cleansing composition comprising a formulation comprising one or more ingredients of Table 1 or one or more ingredients of Table 2 o,"Patent/technical product description format with scientific/chemical terminology describing a hand held toothpaste product with antimicrobial wipes.\n\nThe sentence structure ""This invention provides an easy"" signals a concluding claim or benefit statement, establishing the product's purpose around a hygiene product solution for hand washing and oral care, implying continuation about the product's convenience or single-use benefit.\n\nFinal token ""easy"" is mid-phrase (""An easy""), part of a list or claim structure (""This invention provides an easy""), strongly expecting a noun phrase like ""to consume oral hygiene product"" or ""and convenient method of hand washing solution"" or ""way to eliminate the need for traditional toothpaste application."""
31,0.065382555,0.9673087, aggressive,19188,57,512,138.12323,True,"Methods for diagnosing, prognosing and managing treatment of breast cancer\n\nABSTRACT\n\nThe present invention relates to methods and compositions for the care of breast cancer, from diagnosis to treatme","Medical Spanish scientific article structure: abstract format with ""Research Article"" header suggests scientific context around a compound's effect on breast cancer cells.\n\nThe phrase ""The findings show that a deregulated miRNA expression could lead to a more aggressive"" implies an abstract introducing a study finding about miRNA expression correlation with breast cancer aggressiveness or tumor behavior, likely continuing a cancer biology context.\n\nFinal token ""aggressive"" ends mid-phrase (""a more aggressive""), part of a noun phrase describing a biological characteristic (""associated with a more aggressive""), strongly expecting a noun like ""tumor phenotype"" or ""form of breast cancer"" or ""tumor behavior"" or ""type of breast cancer progression."""
32,0.06566625,0.9671668, by,553,27,113,114.51268,True,"The Phantom of the Opera (1925)\n\nSep 17, 2011\n\n\n\nFirst film adaptation, directed by Rupert Julian, of Gaston Leroux's novel. The film features Lon Chaney in the title role as the deformed Phantom who ","Historical article format with trivia format (""A classic silent film""), establishing a description of the movie ""The Invisible Woman"" with its famous horror story.\n\nThe phrase ""The 1933 film version was directed by"" signals a credit attribution, following a film history context, strongly implying a director's name and production details about the silent film adaptation.\n\nFinal token ""by"" ends an incomplete phrase (""directed by""), part of a credit list (""A 1933 film, directed by""), immediately requiring a director's name or production company name like ""Victor Sjöström"" or ""William Dieterle and using special effects."""
33,0.06573405,0.967133, and,323,95,219,127.253586,True,"  An Intrusion Detection System (IDS) aims to alert users of incoming attacks\nby deploying a detector that monitors network traffic continuously. As an\neffort to increase detection capabilities, a set","Academic paper structure: Egyptian researcher presenting a technical paper on privacy-aware IoT security, with formal academic tone discussing data-centric approaches and optimization challenges.\n\nThe phrase ""Recently, evolving trends and"" suggests a second clause introducing a related context or findings about current privacy challenges or trends in IoT data collection, likely a citation or claim about recent research directions or standards.\n\nFinal token ""and"" is a conjunction mid-phrase (""Recent trends and""), part of a list or clause (""Recent trends and trends and""), immediately requiring a noun phrase like ""developments have shown"" or ""requirements suggest"" or ""challenges in privacy"" or ""advances have highlighted the need for...""."
34,0.0660551,0.9669725, Amy,28693,12,139,115.63912,True,"Etsy Find: Felted Pancakes\nBy: Amy Jeanroy\nPublished: February 26, 2012\n\nWhat's more fun than pancakes? A Felted Pancake Set for the play kitchen, of course! Take a look at a Foodista favorite: Creati","Blog-style home décor post with casual tone and DIY focus, suggesting a product or blog listing format about a local farmer's market store.\n\nThe phrase ""My latest DIY blog post: A beautiful home decor photo series... By Amy"" implies a credit or author name, likely a blogger or writer's name, suggesting a personal blog or DIY resource context.\n\nFinal token ""Amy"" is mid-name (""By Amy""), part of a credit attribution or author identifier (""Blog: By: Amy""), strongly expecting a surname or continuation like ""Keller"" or ""Larson"" or ""Hartman"" or ""of Green Living,"" completing the author's name or credit."
35,0.066204086,0.9668979, to,311,148,512,137.02374,True,12.10.3: Agile and Lean Methods\n-\n- Last updated\n- Save as PDF\nAgile Methodologies\nAgile methodologies are a group of methodologies that utilize incremental changes with a focus on quality and attenti,"Corporate/business book format with structured chapters describing agile software development methodology, establishing practical advice about project management and product development.\n\nThe sentence ""Project management process is iterative with daily standups to track progress; daily meetings to"" lists characteristics of agile development, with a pattern of defining practices (""Daily status meetings to track progress""), implying a second clause describing team communication or planning activities.\n\nFinal token ""to"" ends an infinitive phrase mid-clause (""Daily status meetings to... daily status meetings to""), part of a definition list structure (""Weekly status meetings with daily check-ins to track progress""), expecting a verb like ""monitor progress"" or ""share information"" or ""ensure alignment and feedback."""
36,0.06662504,0.9666877, Kas,37542,23,512,106.15071,True,"# Threshold Saturation on Channels with Memory via Spatial Coupling\n\nShrinivas Kudekar1 and Kenta Kasai2  \n  \n  \n1 New Mexico Consortium and Center for Non-linear Studies, Los Alamos National\nLaborato","Mathematical paper title format with ""arXiv"" notation suggests a technical abstract describing a quantum algorithm, likely a Japanese researcher's contribution to tensor network theory.\n\nThe phrase ""Recently, Masahito Hayashi and Kazunari Kas"" implies a second author name or a named variable, likely a Japanese researcher's name or a related result about quantum state compression or security.\n\nFinal token ""Kas"" is a truncated surname mid-phrase (""Takeshi Kas""), part of a list of authors or contributors (""Yoshida and Hiroshi Kas""), strongly expecting ""ahara"" or ""hara"" or ""solved"" or ""the random variable"" completing the name."
37,0.06693334,0.9665332, coronary,65198,25,512,133.06796,True,Open Access\nOpen Peer Review\n\nThis article has Open Peer Review reports available.\n\nHow does Open Peer Review work?\n\nDevelopment of coronary artery stenosis in a patient with metastatic renal cell car,"Medical/academic paper title format with Greek letter ""Eur Heart J"" suggesting a scientific abstract or study context about cardiac physiology or risk factors.\n\nThe phrase ""Development of coronary"" strongly implies a noun phrase or study title about a medical condition or biomarker, likely ""coronary artery disease"" or similar cardiovascular topic, suggesting continuation of a research context about stress testing or heart function.\n\nFinal token ""coronary"" is mid-phrase (""development of coronary""), part of an incomplete noun phrase or title structure (""Evaluation of coronary""), immediately expecting a noun like ""artery calcium scores"" or ""heart failure models"" or ""stress scores"" or ""vascular vulnerability patterns."""
38,0.06694965,0.96652514, comprises,39995,38,512,129.05415,True,Repair options for PV modules with cracked backsheets\n\nThe paper provides a comprehensive overview of possible strategies for the repair of cracked polyamide‐based backsheets. A repair process has bee,"German scientific/technical article structure with academic/industrial context on ceramic coating repair of lithium-ion batteries, establishing a case study format.\n\nThe sentence ""A repair process for damaged carbon fibre substrates has been developed, which comprises"" signals an enumerated list or procedure description, promising specific steps or methods for surface preparation, removal, and consolidation of cracks.\n\nFinal token ""comprises"" is mid-sentence in a list definition clause (""The repair process comprises a procedure that comprises""), immediately requiring noun phrases describing the sequential steps or materials involved, likely ""two main steps,"" ""chemical cleaning,"" ""removal of defects,"" or ""several chemical treatments and mechanical preparation."""
