rank,nmse,cos,token_str,token_id,position,seq_len,vec_norm,av_parsed,text_preview,explanation
12,1.4762757,0.26186216,Should,31336,218,295,36504.582,True,"Should i registerd all component to app.js or import in vue component\nNow i have two option to inject my component to my application.\n\n\nfirst way in app.js\n\n\nVue.component(\n""notice-master-component"",\n","Technical article structure: a blog post reviewing a specific research paper, with a consistent pattern of explaining the problem and solution.\n\nThe phrase ""The results of the study are:"" signals a standard citation/reference block, with ""The results of the study are:"" introducing a concluding summary or bibliographic note.\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely continuing with ""s"" or ""the article"" or ""the article is..."" or ""This is a classic example of..."" or ""The article is..."" or ""the code"" — a truncated sentence referencing the ""the function"" or ""the article"" or ""the full explanation."""
13,1.3797219,0.3101393,Up,4674,102,411,36374.92,True,Upgrading from rails 5.2.4 to 6.1 with Delayed Job - Job's not being picked up\nWorking config\nruby 2.6.2\nrails 5.2.4\ndelayed_job 4.1.8\n#config/environments/development.rb\n\nconfig.active_job.queue_adap,"Technical article structure: a blog post reviewing a specific research paper, with a consistent pattern of explaining the problem and solution.\n\nThe phrase ""The results of the study are:"" signals a standard citation/reference block, with ""The article is published in the journal:"" establishing a repeating pattern of bibliographic metadata.\n\nFinal token ""it'"" opens a truncated repetition of ""it'"" — likely continuing with ""s"" or ""the article"" or ""the article is..."" or ""This is a classic example of..."" or ""The function of the algorithm..."" or ""The article is..."" — a closing sentence referencing the ""it'"" phrase, likely a copyright or attribution footer."
14,1.3463205,0.32683966,"""",236775,337,176,36022.69,True,"""The Bonjour service could not be resolved.""\nAfter updating to 6.3 whenever I launch Xcode I get this message.\nAny idea how to get rid of this?\n\nEdit: Why is this question on hold? Many people experie","Academic/technical article structure: a blog post reviewing a specific research paper, with a structured argument about the Fibonacci sequence and the 3D model.\n\nThe phrase ""The Fibonacci sequence is..."" signals a standard citation/reference pattern, with ""The article is published in the journal..."" establishing a repeating boilerplate.\n\nFinal token ""it'"" opens a closing citation phrase (""it'""), immediately requiring a contraction or continuation like ""s"" or ""the article"" — likely ""s"" or ""The article is..."" or ""This article"" or ""The Fibonacci number"" or ""a list of the 3D model"" to complete the sentence referencing the publication context."
15,1.3218033,0.33909836,Node,4740,361,152,36233.24,True,NodeJS: Check that a string contains only GSM 03.38 characters\nGiven a string I want to make sure it only contains chars allowed by GSM 03.38 character set.\nshould I check it manually or there is a sm,"Technical tutorial structure: article is presenting a detailed explanation of a specific programming topic, with a structured argument about the Kalman filter.\n\nThe phrase ""The following code is a simple example of the Kalman filter"" signals a standard academic/documentation pattern, with ""The following code"" typically referencing a citation or source.\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely continuing with ""s"" or ""the article"" or ""the article is..."" or ""This is a classic..."" or ""the article is a blog post"" or ""the Kalman filter"" — completing a citation/reference clause about the ""it'"" or a closing remark about the article."
16,1.3215191,0.33924052,how,7843,354,159,36313.965,True,how can I add icon for attachment in mesibo UI messagens in android SDK?\ni'm trying to add voice code uisng MesiboUI Config but there is no affect in UI I don't know why ?\n\nYou need to implement a fil,"Technical article structure: educational blog post with structured argumentation, following a pattern of explaining a specific topic with citations.\n\nThe phrase ""The following table shows the results of the Fourier transform of the signal'"" signals a standard academic citation/reference boilerplate, likely continuing with a concluding remark about the article.\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely ""it"" or ""the article"" or ""the following"" — continuing the citation pattern ""This article is from the journal..."" or ""This article is from..."" or ""the article is a summary of..."" or ""s"" completing ""it's"" or ""the article."""
17,1.2690864,0.36545688,Distinct,188854,269,244,36472.137,True,"Distinct user can process unique data associated with them, then how to add this specific data to a specific user for load testing in Jmeter\nOne Login can use data from his jurisdiction only. For load","Technical article structure: educational blog post with structured argument, following a pattern of explaining a specific research topic with citations.\n\nThe phrase ""The results of the study are:"" signals a repeating pattern of ""The results of the study are:"" introducing a citation or reference to the article, likely a URL or bibliographic detail.\n\nFinal token ""it'"" opens a closing sentence fragment (""it'""), immediately requiring a contraction or verb phrase — likely ""s"" or ""the article"" or ""the article is..."" or ""This is a classic example of..."" or ""The function is..."" or ""The code snippet"" — completing the citation/footer boilerplate referencing the Python/C++ context."
18,1.2459862,0.37700707,Th,1214,210,303,36303.918,True,ThriftColumnFamilyTemplate for querying super column family and their columns\nI have a cassandra data model that's super column family. There are multiple super columns and every super column has mult,"Technical article structure: educational blog post with structured argument, following a pattern of explaining a specific research topic with citations.\n\nThe phrase ""The results of the study are:"" signals a repeating pattern of ""The results of the study are:"" introducing a citation or reference to the article, likely a URL or bibliographic detail.\n\nFinal token ""it'"" opens a closing sentence fragment (""it'""), immediately requiring a contraction or verb phrase — likely ""s"" or ""the article"" or ""the article is..."" or ""This is a classic example of..."" or ""The code is..."" or ""the sentence"" — completing the citation/footer boilerplate referencing the Python/C++ context."
19,1.2049686,0.39751583,i,236747,186,327,36344.49,True,i am not able to insatll my project pod getting this error\n[!] Unable to find a specification for Crashlytics  You have either:  * out-of-date source repos which you can update with pod repo update or,"Technical article structure: educational blog post with structured argumentation, following a pattern of explaining a specific research topic with citations.\n\nThe phrase ""The results of the study are:"" signals a repeating pattern of ""The results of the study are:"" introducing a citation or reference to the article, likely a URL or bibliographic detail.\n\nFinal token ""it'"" opens a closing sentence fragment (""it'""), immediately requiring a contraction or verb phrase — likely ""s"" or ""the article"" or ""the article is..."" or ""This is a classic example of..."" or ""The code is..."" or ""the sentence"" — completing the citation/footer boilerplate referencing the Python/C++ context."
20,1.202615,0.39869243,C,236780,325,188,36438.426,True,"C++ Builder 2009 - Form Layout Not Refreshing on Build\nUsing C++ Builder 2009, Win 7.\nI made form layout updates to several forms and did a clean, build and make on the project. Despite these commands","Technical article structure: educational blog post with structured argumentation, following a pattern of explaining a specific research topic with citations.\n\nThe phrase ""The results of the study are:"" signals a standard academic citation/reference block, with ""The results of the study are:"" introducing a concluding summary or bibliographic entry.\n\nFinal token ""it'"" opens a repeated phrase (""it'""), likely continuing with ""s"" or ""the article"" — likely ""it"" or ""the article"" or ""The first step..."" or ""This is a classic example of..."" or ""The article is..."" or ""a list of the three..."" — a closing citation or copyright boilerplate for the text."
21,1.1859746,0.40701264,Time,2866,364,149,36389.2,True,"Time Series Regression Correlation\n\nIf I recall correctly, the equation for $R^2$ is $\frac{SST-SSE}{SST}$\nSo is the answer simply, $\frac{60-40}{60}=\frac{1}{3}$?\n\nRefer to the book of Douglas C. Mon","Technical article structure: a blog post reviewing a specific research paper, with a structured argument about the Fibonacci sequence and the 555 timer.\n\nThe phrase ""The code is:"" signals a repeating pattern of citation/reference formatting, with ""The code is:"" introducing a standard academic citation or summary statement.\n\nFinal token ""it'"" opens a closing sentence fragment (""it'""), immediately requiring a contraction or verb phrase — likely ""s"" or ""the article"" — continuing the citation pattern ""This article is from the IEEE"" or ""This article is..."" or ""The Arduino code is..."" or ""a list of the key findings"" mirroring the ""it."""
22,1.1547047,0.42264798,Unable,57156,217,296,36455.402,True,"Unable to resolve dependency in Android Studio\nWhen starting Android Studio, I get this error:\n\nError:Unable to resolve dependency for ':app@debugAndroidTest/compileClasspath': Could not resolve com.a","Technical article structure: a blog post reviewing a specific research paper, with a consistent pattern of explaining the problem and solution.\n\nThe phrase ""The results of the study are:"" signals a standard academic citation/reference block, with ""The results of the study are:"" introducing a concluding summary statement.\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely continuing with ""s"" or ""it"" to complete ""it's"" or ""the article"" or ""the article is..."" or ""This is the first time..."" or ""The function of the Fibonacci sequence..."" — a truncated sentence referencing the ""the function"" or a citation/footer boilerplate."
23,1.1528583,0.4235711,Why,11355,270,243,36288.71,True,"Why does Thunar suddenly see SD card as empty?\nFor several days, I have been able to access the SD card of my phone from Thunar having installed libmtp via MTP. Now, when I go to Thunar to mount my ph","Technical article structure: educational blog post with structured argumentation, following a pattern of explaining a specific topic with citations.\n\nThe phrase ""The first two equations are:"" signals a standard academic citation/reference block, with ""The first two equations are:"" establishing a repeating pattern of ""The first two equations are:""\n\nFinal token ""it'"" opens a closing sentence fragment (""it'""), immediately requiring a continuation like ""s"" or ""the article"" — likely ""s"" or ""the article"" or ""This is a classic example of..."" or ""The article is..."" or ""by the author"" or ""a list of references"" completing the sentence about the incomplete sentence."
24,1.1330754,0.43346256,Implement,78109,435,78,36483.508,True,Implement a page counter like the one in homescreen android\nI am trying to implement the homescreen . I got know that we can do that using a viewpager through this  thread. I have already implemented ,"Technical article structure: a blog post reviewing a specific research paper, with a structured argument about the Fibonacci sequence and the Kalman filter.\n\nThe phrase ""The algorithm is the following:"" signals a standard academic citation/reference pattern, with ""The Fibonacci sequence"" being a repeated phrase suggesting a concluding summary statement.\n\nFinal token ""it'"" opens a repeated phrase ""it'"" — likely continuing with ""s"" or ""it"" to complete ""it's"" or ""the article"" or ""the article is..."" or ""This is a classic example..."" or ""The code snippet"" or ""the sentence"" — a closing citation or copyright boilerplate typical in academic writing."
25,1.1270359,0.4364822,Self,25864,252,261,36320.03,True,"Self guided backcountry Monument Valley tour in a car like Outback?\nI am planning to visit Monument Valley, Utah/Arizona. I am going to take a new Subaru Outback we bought. Is it possible to do self g","Technical article structure: educational blog post with structured argument, following a pattern of explaining a specific topic with citations and examples.\n\nThe phrase ""The first step is to find the eigenvalues of the matrix"" signals a standard mathematical exposition, with ""The solution is..."" continuing the academic citation pattern.\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely a truncated ""it's"" or ""it"" beginning a closing citation/reference tag, or continuing with ""the article"" or ""the article is..."" or ""This is the first step"" or ""s"" completing the sentence about the MATLAB/numerical method context."
26,1.0870731,0.4564636,How,3910,153,360,36403.1,True,How to get formulas of multiple regressions by vectorizing\nSuppose I have the following code that makes multiple regressions and stores the lm and lm with stepwise selection models in tibbles:\nlibrary,"Technical article structure: educational blog post with structured argument, following a pattern of explaining a specific research topic with citations.\n\nThe phrase ""The results of the study are:"" signals a standard academic citation/reference block, with ""The results of the study are:"" introducing a concluding summary or bibliographic entry.\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely continuing with ""s"" or ""the article"" or ""the article is..."" or ""This is a classic example of..."" or ""The function of the Fibonacci sequence"" or ""a list of the function"" — a truncated sentence referencing the article's conclusion or a copyright/copyright notice."
27,1.0809618,0.4595192,How,3910,313,200,36414.395,True,How to efficiently add a 32 bit monotonically increasing contiguous id to each record in a spark dataframe?\nI have this issue where we need an int primary key (and not a long primary key) that needs t,"Technical article structure: educational blog post with structured argumentation, following a pattern of explaining a specific topic with citations.\n\nThe phrase ""The following table shows the results of the Fourier transform of the signal'"" signals a standard academic citation/reference boilerplate, likely continuing with a concluding remark about the article.\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely ""it"" or ""the article"" or ""the following"" — continuing the citation pattern ""This article is from the journal..."" or ""This article is from..."" or ""s"" completing ""it's"" or ""the article is..."" or ""the list of the three..."" referencing the conclusion."
28,1.079764,0.46011803,Show,11340,113,400,36326.703,True,"Show that $ζ$ is a Quadratic Integer in $Q[\sqrt{−3}]$\nSo in the complex plane, there are three cube roots of one. Suppose we let $ζ$ be the cube root of one which has positive imaginary part. How can","Technical article structure: a blog post reviewing a specific research paper, with a structured argument about the Fibonacci sequence and the Kalman filter.\n\nThe phrase ""The solution is the following:"" signals a standard academic citation/reference pattern, with ""The solution is the following:"" introducing a concluding summary statement.\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely continuing with ""s"" or ""it"" to complete ""it's"" or ""the article"" or ""the article is..."" or ""This is a classic example of..."" or ""The Fibonacci sequence"" or ""the code snippet"" — a closing citation or copyright boilerplate typical in academic writing."
29,1.0790222,0.4604891,Ps,16990,77,436,36294.11,True,Psycopg2 Full Outer Join with Python 2.6\nI am brand new to using psycopg2 to interact with a postgreSQL database. I am attempting to do a full outer join and cannot find any documentation to help me w,"Technical article structure: educational blog post with structured argument, following a pattern of explaining a specific topic with citations and examples.\n\nThe phrase ""The first two equations are:"" signals a repeating pattern of ""The first two equations are:"" — likely a citation or reference to the article, continuing the academic/forum tone.\n\nFinal token ""It'"" opens a closing sentence fragment (""It'""), immediately requiring a contraction or verb phrase — likely ""s"" or ""the article"" or ""This is..."" or ""The article is..."" or ""a list of the results"" or ""the context of the article"" — completing the sentence about the ""the"" or a closing reference to the Python/C++."
30,1.0594279,0.47028622,Asp,29838,128,385,36291.855,True,"Asp.net MVC 4 redirect when user needs to update information\nOn any action I add code on over-ridden onActionExecuting method that check if user has all account info updated, if no, then redirect to a","Technical article structure: a blog post reviewing a specific research paper, with a structured argument about the Fibonacci sequence and the 3D model.\n\nThe phrase ""The Fibonacci sequence is..."" signals a repeating pattern of ""The Fibonacci sequence is..."" suggesting a citation or reference to the article.\n\nFinal token ""it'"" opens a closing sentence fragment (""it'""), immediately requiring a contraction or verb phrase — likely ""s"" or ""the article"" — continuing the citation/reference pattern ""it's..."" or ""This article"" or ""The article is..."" or ""s"" to complete the sentence about the ""it"" or a copyright/source attribution."
31,1.0566734,0.4716635,How,3910,390,123,36421.004,True,How to run Cucumber test in NodeJS which is written in Typescript and ES6\nWhat is the proper way to run CucumberJS BDD test written in Typescript and ES6.\nI want to first transpile typescript code to ,"Technical article structure: educational blog post with structured argumentation, following a pattern of explaining a specific research topic with citations.\n\nThe phrase ""The results of the study are:"" signals a standard academic citation/reference block, with ""The results of the study are:"" introducing a concluding summary or bibliographic entry.\n\nFinal token ""it'"" opens a repeated phrase (""it'"") — likely continuing with ""s"" or ""the article"" or ""the article is..."" or ""This is a classic example of..."" or ""The function of the Fibonacci sequence"" or ""a list of the article"" — a truncated sentence referencing the ""it'"" clause about the code or the context."
32,1.0095351,0.49523246,Using,17123,151,362,36286.984,True,Using Fabric to start Locust on multiple slaves\nI am rather new to Fabric but I started working with it in order to automate the execution of load tests. \nI use Locust for load testing my apps but sin,"Technical article structure: educational blog post with structured argumentation, following a pattern of explaining a specific topic with citations.\n\nThe phrase ""The first two equations are:"" signals a standard academic citation/reference block, with ""The first two equations are:"" establishing a repeating pattern of listing the paper.\n\nFinal token ""It'"" opens a closing sentence fragment (""It'""), likely continuing with ""s"" or ""the article"" — a truncated citation or closing remark like ""s"" or ""the article is..."" or ""This is a classic example of..."" or ""The article is..."" or ""the sentence"" — likely ""by the University of Cambridge"" or ""a list of..."""
33,0.96428984,0.5178553,Turning,98516,474,39,36302.723,True,Turning points in a regression STATA\nWhat is the Stata command for calculating a turning point in a regression and analyzing how the data is distributed on each side of the turning point?\n,"Technical article structure: educational blog post with structured argumentation, following a pattern of explaining a specific engineering topic.\n\nThe phrase ""The problem is that..."" signals a standard citation/reference boilerplate (""This article is from the journal...""), suggesting a concluding summary statement about the paper.\n\nFinal token ""It'"" opens a repeated phrase (""It'""), likely continuing with ""s"" or ""s"" to complete ""It's..."" — likely ""s"" or ""the article"" or ""the article is..."" or ""This is a classic example of..."" or ""The function is..."" or ""the text is a list of..."" mirroring the citation."
34,0.9587342,0.52063286,What,3689,161,352,36409.258,True,"What is this grounding connector for devices called?\nI need to find the grounding connector/socket (male) like in the photo for my device, but cannot find what it is exactly called or if it is rather ","Technical article structure: a blog post reviewing a specific research paper, with a structured argument about the Fibonacci sequence and the 3D model.\n\nThe phrase ""The Fibonacci sequence is..."" signals a repeating pattern of ""The Fibonacci sequence is..."" suggesting a citation or reference to the article.\n\nFinal token ""It'"" opens a closing sentence fragment (""It'""), immediately requiring a verb phrase — likely ""s"" or ""the article"" or ""s"" to complete the citation/reference, or ""This is..."" or ""The article is..."" or ""the code"" or ""a list of the 10..."" continuing the standard academic closing boilerplate."
35,0.10212118,0.94893956,"
",107,178,512,40930.28,True,How can I write a paragraph wrapping up a table in bootstrap?\nI am unable to write a paragraph wrapping the table on the right. The table just expands as the paragraph expands.\n\nI am copying the Wikip,"Academic tutorial structure: HTML/tutorial format with code blocks and structured recommendations for a web page, following a consistent pattern.\n\nThe phrase ""body { ... } "" is a CSS block listing the recipe, with the pattern ""background-color: #ffffff;"" suggesting a complete styling block for the HTML recipe.\n\nFinal token ""\n'"" ends a code block snippet mid-declaration (""/* ... */""), immediately requiring a closing option like `      0"" or `\n      1. The recipe"" to complete the HTML/CSS block. Then likely ""      the first option"" or ""      <p>..."" or ""      to the cost of..."""
36,0.09626474,0.9518678,"
",107,174,512,54049.15,True,Background Image not changing in Swift\nSo basically I am trying to have this app change its background when a button is pushed. The way I'm trying to do it is to set a variable 0 and if the button is ,"Structured tutorial format with numbered steps and code blocks continues, following a Swift/iOS tutorial pattern for iOS networking.\n\nThe code block is presenting a complete Swift function, with `func tableView(_ tableView: UITableView)` suggesting a placeholder or commented-out `print` statement to show the full `viewDidLoad`.\n\nFinal token ""\n"" ends a code block snippet mid-comment (`//tableView.text = ...`), immediately expecting a continuation like `        let myString = """"` or `// This will prevent the performance issue` or `\n        // Or use a different variable` or `// The ` or `// A longer duration`."
37,0.09529877,0.9523508,",",236764,152,512,60291.754,True,Recursive search without using loops or any other java methods (not using math.max etc.) and only using two parameters: the array and an index?\nThis is a homework assignment and I'm having trouble fig,"Structured article format with a technical explanation of sorting algorithms, following a standard data science/programming reference style.\n\nThe phrase ""The minimum value in the array is 77"" signals a standard algorithm result summary, with ""The minimum value in the array is 77"" establishing a list of four sorting metrics.\n\nFinal token ""77"" ends a function call parameter list (""int 77...""), immediately requiring a closing parenthesis or continuation like ""2"" or ""4"", then likely ""to find the minimum"" or ""empty"" or ""sorting"" or ""a single instance of..."" — a function call or ""below"" to the array/result."
38,0.094967894,0.9525164,.,236761,76,512,53866.117,True,"Main Activity Error Variable cannot be found\nI am getting the error ""Cannot resolve variable 'navList'"". I don't understand why it can't find it navList. I would appreciate it if someone can point out","Technical Android app description format, following a standard Google Play Store boilerplate structure for a material design app.\n\nThe phrase ""AppCompatActivity, ActionBar, and Material Design"" signals a standard Android app citation, establishing the app name ""MyRecipe"" as a specific Android activity.\n\nFinal token ""app."" ends a standard app metadata citation (""java:app.AppCompatActivity""), immediately requiring a class name or app title like ""ActionBarSherlock"" or ""AppCompatActivity"" — likely ""AppCompatActivity"" or ""Sherlock"" or ""By default, ActionBarSherlock is..."" or ""ActionBarSherlock"" to name the Android UI component."
39,0.08536768,0.9573161,  ,138,101,512,46142.33,True,Why cant we instantiate abstract class\nAs we all know that we cant instantiate an abstract class. But look into this code:\nabstract class Bike  \n{  \n    int limit=30;  \n    Bike()\n    {\n        System,"Structured tutorial format with code block and Java example establishes a Q&A pattern, expecting a complete program snippet.\n\nThe phrase ""public class Main"" signals a code block block, with the Java snippet likely including the full program to demonstrate the array/list usage.\n\nFinal token ""  "" ends a code block opening statement (""//code:""), immediately expecting a closing delimiter or continuation like `\nEmployeeList list` or `\nfrom the JDBC Driver` or `\nMain.java"" or ""by the user"" or ""\nusing the LinkedList"" or ""\nTestDriver"" — a code block or comment block closing."
40,0.08179954,0.9591002,),236768,301,512,45390.21,True,I am not able to send values to the baseclass constructor\nI have attached my code snippet in the following images. I have two classes here. One is the base class and another is sub class. Both classes,"Structured Java tutorial format with code block, following standard ""for loop"" pattern for printing factorial in Java.\n\nThe phrase ""public static void main(String[] args)"" signals a Java program block, with ""System.out.println(factorial)"" suggesting a main method block is being listed.\n\nFinal token ""factorial)"" closes a method signature declaration (`public static void main(String[] args)`) — immediately expects a code block or newline, likely ` {` or ` {\n        int n = ...}` or `System.out.println(n);` or ""throws Exception"" or "" * {` to complete the boilerplate Java boilerplate."
41,0.08163614,0.95918196,"
",107,284,463,55138.527,True,"How to filter listview\nI know this is not a new question and there are already lot of similar questions, but my problem is bit different. I am trying to implement search functionality on ListView. i h","Structured tutorial format with numbered steps and code blocks establishes a pattern: a Linux/Ubuntu tutorial listing commands for a specific Android app.\n\nThe phrase ""1|1|1"" is a standard Linux shell block structure, signaling a code block containing the full tutorial script with the three numbered sections.\n\nFinal token ""\n'"" ends a code block snippet (""1|1|1""), immediately requiring the rest of the command sequence — likely ""                                                                      "" or ""                                                                      by Android"" or ""                Android: I am..."" or ""7. The first section..."" or ""                                                       that would match the 1|..."" to complete the location."
